"id","geom","location id","address","city","county","state","zip","coverage a","coverage b","coverage c","tiv","latitude","longitude","geom_5070","hits","hits_c"
2360,"0101000020E6100000FB58C16F43D65DC0698A00A777CB4140",2360,"1102 CYPRESS AV","WASCO","Kern","CA",93280,664000,0,64251,728251,35.589589,-119.347866,"0101000020CE130000832587C1E9AD3FC197093E5CD6293941",0,0
3759,"0101000020E6100000D6FCF84B8B4F5DC02C82FFAD648B4040",3759,"3016 PUEBLO ST","Carlsbad","San Diego","CA",92009,536000,0,29957,565957,33.08901,-117.242877,"0101000020CE1300006062FDAFA7D13DC17AF3775E4C553441",0,0
4313,"0101000020E61000000B98C0ADBB7B5EC08B321B6492454240",4313,"26208 Scenic Rd","Carmel","Monterey","CA",93923,1717816,48489,17756,1784061,36.54353,-121.93333,"0101000020CE130000C7119104215541C19D02A3AA46A43B41",0,0
4606,"0101000020E6100000C1C58A1A4CB35EC0B24B546F0D384340",4606,"5214 Hall Rd","Santa Rosa","Sonoma","CA",95401,1871914,40031,43795,1955740,38.43791,-122.80152,"0101000020CE130000984C8086637241C199F221F32D133F41",33,33
6618,"0101000020E6100000EE5F5969527A5DC0B329577897EB4040",6618,"422 N Olive St","Anaheim","Orange","CA",92805,700641,43367,26895,770903,33.84056,-117.91128,"0101000020CE1300003C9329C3B7723EC18908E6C6FFCA3541",0,0
6455,"0101000020E6100000392861A6ED715EC072DC291DAC774240",6455,"145 Roache Rd","Freedom","Santa Cruz","CA",95019,882197,0,5066,887263,36.93494,-121.78013,"0101000020CE1300002D64C0699D2441C155A845BD0A3B3C41",0,0
51,"0101000020E6100000FE0E45813EA75EC01B2FDD2406FD4240",51,"189 Canyon Road","Fairfax","Marin","CA",94930,2657529,31042,95332,2783903,37.97675,-122.61319,"0101000020CE130000AF207B4ABC6F41C1012766167E3F3E41",45,45
1116,"0101000020E6100000DBC4C9FD0EDD5DC0C30DF8FC30924140",1116,"211 Lucard St","Taft","Kern","CA",93268,229350,6209,68182,303741,35.14212,-119.45404,"0101000020CE13000043871316EB0040C1A72407DD35753841",3,3
1182,"0101000020E6100000AA436E861B7C5DC015527E52EDF74040",1182,"634 Maple St","La Habra","Orange","CA",90631,256633,29590,86261,372484,33.93693,-117.93918,"0101000020CE130000F710CB55D7723EC1C3BBD6E13CF63541",0,0
1878,"0101000020E610000051F701486D345EC04D2D5BEB8B884240",1878,"2259 Savona St","Los Banos","Merced","CA",93635,931473,0,7693,939166,37.06677,-120.81917,"0101000020CE1300000B7ED6D4637D40C1EE54BBAEA51B3C41",0,0
2175,"0101000020E61000003A1E335019DD5DC034F44F70B1924140",2175,"328 Warren St","Taft","Kern","CA",93268,559000,37229,95303,691532,35.14604,-119.45467,"0101000020CE1300003300D919D10040C1D0747B21ED763841",3,3
3129,"0101000020E61000007C65DEAAEB5A5EC057CD7344BE354340",3129,"7107 SEASONS DR","ELK GROVE","Sacramento","CA",95758,307000,0,56311,363311,38.419869,-121.420634,"0101000020CE1300003137FB7CFB9240C13F407FB0058D3E41",0,0
3757,"0101000020E6100000B08F4E5DF97C5DC05B99F04BFDE04040",3757,"10158 15th","Garden Grove","Orange","CA",92843,727000,0,0,727000,33.75773,-117.95272,"0101000020CE130000891F223779893EC1DC45A70336AB3541",0,0
4389,"0101000020E6100000A089B0E1E9CD5DC0878A71FE26184140",4389,"1244 Deckside Dr","Oxnard","Ventura","CA",93035,738016,0,83766,821782,34.18869,-119.2174,"0101000020CE130000E5839E76CA0A40C1FA13528FBACC3641",0,0
4811,"0101000020E6100000F9DA334B027A5EC0CD0182397A484240",4811,"24533 Outlook Dr","Carmel","Monterey","CA",93923,3654619,22727,22247,3699593,36.56623,-121.90639,"0101000020CE13000058CFDB144C4F41C198CE020354AB3B41",15,15
5156,"0101000020E6100000B8921D1B81705DC0CBA145B6F3C14040",5156,"51 Shreve Dr","Laguna Beach","Orange","CA",92651,1136839,7701,85698,1230238,33.51525,-117.75788,"0101000020CE13000015AAFA41535D3EC1D823127E35343541",0,0
6269,"0101000020E6100000A530EF71A6795DC078D503E6210F4140",6269,"241 MURRAY AVENUE","AZUSA","Los Angeles","CA",91702,522452,0,27235,549687,34.118222,-117.900784,"0101000020CE1300000E9C69FC5C533EC14B1EC84125403641",0,0
6768,"0101000020E610000016A4198BA67F5EC002BC0512147B4240",6768,"164 13th","Santa Cruz","Santa Cruz","CA",95062,478875,0,54059,532934,36.96155,-121.99454,"0101000020CE1300002A7CD861A14641C13EA16D87235A3C41",0,0
6871,"0101000020E610000022E010AAD4445DC002D4D4B2B58E4040",6871,"147 9th","Escondido","San Diego","CA",92025,879798,27949,0,907747,33.11492,-117.07548,"0101000020CE1300004A79A05F02943DC1770E84AAEC523441",0,0
8010,"0101000020E6100000FCC6D79E59905EC0392861A6ED234340",8010,"2175 Penny Ln","Napa","Napa","CA",94559,300000,30000,150000,500000,38.28069,-122.25547,"0101000020CE130000449065C8212341C180E613B5229E3E41",0,0
135,"0101000020E61000005C035B2558725DC09947FE60E0D14040",135,"55 Canyon Crk","Irvine","Orange","CA",92603,538831,0,89706,628537,33.63966,-117.78663,"0101000020CE130000A2AFDBA6145B3EC1B1C869636C6B3541",45,45
587,"0101000020E6100000931804560E775DC09AB67F65A50D4140",587,"20166 E Arrow Hwy","Covina","Los Angeles","CA",91724,1932924,35540,0,1968464,34.10661,-117.86025,"0101000020CE130000E65FA7C367463EC1C2EF709CE6373641",0,0
762,"0101000020E6100000473D44A33B745DC0F0F96184F0E84040",762,"9815 Haninger Way","Villa Park","Orange","CA",92861,278408,0,33503,311911,33.81984,-117.81614,"0101000020CE1300003B4C0F4F87533EC186BFC5F567BA3541",0,0
1668,"0101000020E6100000D4484BE5ED725DC027C286A757C64040",1668,"382 Pinecrest Dr","Laguna Beach","Orange","CA",92651,1434109,0,93915,1528024,33.54955,-117.79577,"0101000020CE1300007CA1F4CF38673EC117F4D22FE2453541",0,0
4179,"0101000020E61000003A58FFE730A15EC0977329AE2AFB4240",4179,"19 Bret Ave","San Rafael","Marin","CA",94901,754208,0,96585,850793,37.96224,-122.51861,"0101000020CE1300001262BD58296141C1144E171684303E41",0,0
4655,"0101000020E6100000DEB06D5166815EC03D49BA66F2ED4240",4655,"919 Ina Dr","Alamo","Contra Costa","CA",94507,3748011,8597,95605,3852213,37.85896,-122.02187,"0101000020CE1300001485CD720C1641C1E553344AE5D63D41",0,0
5451,"0101000020E610000096218E7571755DC0B6679604A8C94040",5451,"55 Timor Sea","Newport Coast","Orange","CA",92657,97040,0,14420,111460,33.57544,-117.83505,"0101000020CE130000FFB2DBBC6D723EC17D4671391A543541",0,0
347,"0101000020E6100000EDD808C4EB1A5DC0514EB4AB90E24040",347,"9 Clemson St","Rancho Mirage","Riverside","CA",92270,3503755,0,20033,3523788,33.77004,-116.42064,"0101000020CE130000DA28FF307E6F3CC11CF1FD3EC1363541",0,0
550,"0101000020E610000024B4E55C8A795DC04243FF04170F4140",550,"18027 E Fondale St","Azusa","Los Angeles","CA",91702,2396807,0,77605,2474412,34.11789,-117.89907,"0101000020CE130000DF5968AFCC523EC159330949DD3F3641",0,0
674,"0101000020E61000003E7958A835955EC0641EF98381C74240",674,"355 Franklin St","San Mateo","San Mateo","CA",94402,3781435,0,32590,3814025,37.55864,-122.3314,"0101000020CE130000A5E3A2FEBA5A41C1D0CC68E016753D41",0,0
1324,"0101000020E6100000DE8E705AF0DC5DC0381092054C944140",1324,"512 Monroe St","Taft","Kern","CA",93268,673477,0,43966,717443,35.15857,-119.45217,"0101000020CE130000D57D93AA70FF3FC109DE7D9C057C3841",3,3
2178,"0101000020E61000004833164D67D35DC0095053CBD6324140",2178,"358 W Oak View Ave","Oak View","Ventura","CA",93022,448000,0,31528,479528,34.39718,-119.30318,"0101000020CE13000098B1FF859B0E40C117612C8C7B2C3741",105,102
2628,"0101000020E6100000438EAD6708845EC06AD95A5F24DA4240",2628,"4674 HEYER AV","CASTRO VALLEY","Alameda","CA",94546,877000,0,5815,882815,37.704235,-122.063013,"0101000020CE130000D6E9B58DF62541C1EC0F4F637A993D41",0,0
3481,"0101000020E6100000E544BB0A29955DC0A67EDE54A4F64040",3481,"3345 118th","Inglewood","Los Angeles","CA",90303,75000,0,23886,98886,33.92689,-118.33063,"0101000020CE1300008728651A65FC3EC1F6A94D4F5D123641",0,0
3862,"0101000020E610000005E10A28D44F5DC06DE179A9D89C4040",3862,"208 CANDICE PL","Vista","San Diego","CA",92083,363000,34619,90510,488129,33.225362,-117.247324,"0101000020CE130000AF9634330BC63DC1EB7C92BFA18F3441",0,0
4650,"0101000020E61000000C1F1153229D5EC0C5AC174339294340",4650,"17528 High Rd","Sonoma","Sonoma","CA",95476,1712644,43371,0,1756015,38.32206,-122.45522,"0101000020CE1300009641762F284141C145E5FAFF0FC23E41",180,180
5322,"0101000020E6100000E65C8AABCA885EC01F680586ACF24240",5322,"1081 Via Alta","Lafayette","Contra Costa","CA",94549,159942,0,7060,167002,37.89589,-122.13737,"0101000020CE1300003197E6D9C62641C1155E38901CF13D41",0,0
7842,"0101000020E6100000D1CB28965BA25EC0F71E2E39EEFC4240",7842,"321 G St","San Rafael","Marin","CA",94901,445022,0,35964,480986,37.97602,-122.53684,"0101000020CE1300000720BF084F6341C1496E89E005383E41",0,0
758,"0101000020E6100000C49448A297795DC00A9DD7D825CE4040",758,"8 Harbor Island","Newport Beach","Orange","CA",92660,259635,0,10187,269822,33.61053,-117.89988,"0101000020CE130000EC8F3DD3A9853EC1B8ABC94A55683541",0,0
1421,"0101000020E610000014E8137992A25EC0FB743C66A0FA4240",1421,"310 Palm Ave","Kentfield","Marin","CA",94904,930365,0,37587,967952,37.95802,-122.54019,"0101000020CE130000612AE531F16441C16B7EB9E8C2303E41",0,0
1724,"0101000020E6100000855FEAE74D715EC01F11532289D64240",1724,"684 S M St","Livermore","Alameda","CA",94550,674983,25680,84131,784794,37.67606,-121.77038,"0101000020CE130000519AF4DA8BF740C1F2FBEBC5B4723D41",0,0
1686,"0101000020E61000003F3A75E5B3EB5DC0691A14CD03604240",1686,"484 N SHIRLEY AVE","FRESNO","Fresno","CA",93727,326000,0,26246,352246,36.750116,-119.682855,"0101000020CE130000140B6722A7A23FC1A7F3F7CDA5323B41",0,0
3007,"0101000020E61000000398327040CA5DC0740B5D89406D4140",3007,"2617 WOODLAND DR","PINE MTN CLUB","Kern","CA",93225,887000,0,54015,941015,34.853532,-119.160183,"0101000020CE130000AEFB9707AABB3FC1F23D93E9A0E13741",723,699
3492,"0101000020E610000021CEC3094C575DC0FDA4DAA7E30D4140",3492,"451 N SAGE AVE","RIALTO","San Bernardino","CA",92376,680000,0,85086,765086,34.10851,-117.364016,"0101000020CE130000A0DC7F0D4B993DC11DA832D1B0103641",0,0
5294,"0101000020E61000002DEC6987BF945EC0E7525C55F6254340",5294,"1212 Thompson Ave","Napa","Napa","CA",94558,139472,0,15197,154669,38.29658,-122.32419,"0101000020CE13000078255B5A5E2D41C1CA7637342EAB3E41",135,135
6668,"0101000020E6100000A167B3EA73775DC0CD920035B5E44040",6668,"167 S Main St","Orange","Orange","CA",92868,444893,0,93501,538394,33.78678,-117.86645,"0101000020CE130000C1B43EF067683EC19633D7DD78B03541",0,0
6818,"0101000020E610000076A6D0798D995DC0CC9717601FF14040",6818,"932 8th","Manhattan Beach","Los Angeles","CA",90266,835746,0,66115,901861,33.88377,-118.39926,"0101000020CE130000C77DCE8AB7183FC10A3DADD1CC053641",0,0
7125,"0101000020E6100000BB61DBA2CC605DC0EAE74D452AF04040",7125,"3476 Briarvale St","Corona","Riverside","CA",92879,925334,0,33733,959067,33.87629,-117.51249,"0101000020CE130000B5BC0F82CEE33DC1C55B3EA4C7B93541",0,0
336,"0101000020E61000007FBC57AD4C345DC02766BD18CA6D4040",336,"9553 Chocolate Dr","El Cajon","San Diego","CA",92021,501722,0,73046,574768,32.85773,-116.81718,"0101000020CE1300008EDC65C711513DC1533C875207D13341",642,618
1383,"0101000020E610000075E5B33C0F385DC0833463D1745A4040",1383,"13871 Melody Rd","Jamul","San Diego","CA",91935,542816,0,19101,561917,32.70669,-116.87593,"0101000020CE1300000133B68E40743DC162D099FB6E953341",411,390
1774,"0101000020E6100000F6EE8FF7AACB5DC02098A3C7EF194140",1774,"127 S D St","Oxnard","Ventura","CA",93030,1384736,0,72805,1457541,34.20263,-119.18231,"0101000020CE1300004AD842FDF80340C1A140E3E59ACF3641",0,0
2469,"0101000020E6100000307F85CC95D15DC0AD84EE9238BF4140",2469,"265 LORI LN","SHAFTER","Kern","CA",93263,94000,18156,7407,119563,35.493914,-119.274768,"0101000020CE130000D0F4A34F2D9F3FC140EF716C05FB3841",0,0
3723,"0101000020E61000007A17EFC7ED575DC004ADC090D51B4140",3723,"1950 MEYERS RD","DEVORE","San Bernardino","CA",92407,812000,0,94872,906872,34.217455,-117.373888,"0101000020CE130000A0BCBC5320923DC146DA52A1D93F3641",1236,1185
4388,"0101000020E6100000A9F6E978CCCA5DC0DCF4673F52144140",4388,"4568 Frost Dr","Oxnard","Ventura","CA",93033,462126,10383,22985,495494,34.15876,-119.16873,"0101000020CE130000F1D4B441EE0340C17B965F18D8BB3641",0,0
4685,"0101000020E61000004512BD8C626D5DC0E2016553AEBC4040",4685,"33693 Halyard Dr","Dana Point","Orange","CA",92629,565790,0,32387,598177,33.47407,-117.70914,"0101000020CE130000358AB6E648503EC1D9712864BA1E3541",0,0
5168,"0101000020E61000003CDA38622DA45EC08E06F016480C4340",5168,"23 Hill Rd","Novato","Marin","CA",94945,570167,6905,8511,585583,38.09595,-122.56527,"0101000020CE130000FCEEFC80B56041C166BB1365286D3E41",0,0
7057,"0101000020E610000015E3FC4D28685EC06DCA15DEE54A4240",7057,"23538 Belmont Cir","Salinas","Monterey","CA",93908,301565,0,43268,344833,36.58514,-121.62746,"0101000020CE13000020E09B0EA71F41C13CECE6A06D993B41",126,126
8022,"0101000020E610000057EC2FBB27995EC07B6649809A4A4440",8022,"1556 Bromm Dr","Shasta","Redding","CA",96001,300000,30000,150000,500000,40.58284,-122.39305,"0101000020CE130000FD7C946261AF40C1611AABF2013A4141",0,0
354,"0101000020E610000026361FD7868C5EC09AEB34D252E54240",354,"3754 38th","Oakland","Alameda","CA",94619,309502,37865,90612,437979,37.79159,-122.19573,"0101000020CE1300002DA51FA28B3641C1E145200592CA3D41",0,0
810,"0101000020E61000007901F6D1A97F5EC0E08442041C964240",810,"20425 Kent Way","Los Gatos","Santa Cruz","CA",95033,78839,0,25035,103874,37.17273,-121.99474,"0101000020CE130000BF3C09BF2D3A41C13D10EDBF27B33C41",750,735
920,"0101000020E6100000A8C64B37894B5DC09F76F86BB26A4040",920,"5151 Kesling St","San Diego","San Diego","CA",92117,84068,0,13051,97119,32.83357,-117.18025,"0101000020CE130000C281B8F222D43DC10791F586ADE33341",0,0
3732,"0101000020E6100000239EEC6646545DC0CA198A3BDE924040",3732,"4805 NEBLINA DR","Carlsbad","San Diego","CA",92008,462000,0,9600,471600,33.147407,-117.316797,"0101000020CE1300000B6CC0BE1BE63DC1A4FB4B1D12743441",0,0
4372,"0101000020E61000000708E6E8F1715EC05587DC0C37FC4240",4372,"4369 Elk Dr","Antioch","Contra Costa","CA",94509,713268,0,88688,801956,37.97043,-121.78039,"0101000020CE1300009FAA3AB8ECE740C1E0F0FE30C9EF3D41",0,0
4695,"0101000020E61000000EBE30992AB25DC023BE13B35E184140",4695,"4912 Kilburn Ct","Oak Park","Ventura","CA",91377,896922,0,43738,940660,34.19039,-118.78385,"0101000020CE13000075ADAC09027F3FC1EEFA705D52A83641",57,54
6571,"0101000020E6100000A5DAA7E331095EC07311DF89594B4140",6571,"160 1st","Solvang","Santa Barbara","CA",93463,494253,0,32080,526333,34.58867,-120.14367,"0101000020CE1300000CEF0AB2359540C12AF11EE56FC73741",42,42
7758,"0101000020E6100000E960FD9FC3A45EC059A31EA2D10D4340",7758,"978 4th","Novato","Marin","CA",94945,744000,0,44749,788749,38.10796,-122.57444,"0101000020CE1300008D197F8F7A6141C1B0D93A0F12733E41",0,0
8009,"0101000020E6100000A5315A4755915EC0791EDC9DB5274340",8009,"1700 King Ave","Napa","Napa","CA",94559,300000,30000,150000,500000,38.31023,-122.27083,"0101000020CE1300002DF9462ADE2341C16ABC672DFFAB3E41",0,0
355,"0101000020E61000005EBA490C029D5EC0CA6C904946264340",355,"61 2nd","Sonoma","Sonoma","CA",95476,477666,29436,73526,580628,38.29902,-122.45325,"0101000020CE130000AAD6D8F7384241C1A8E1C90E2EB83E41",0,0
2467,"0101000020E6100000A27DACE0B7DD5DC06C43C5387FB34140",2467,"317 SUDAN AV","BUTTONWILLOW","Kern","CA",93206,588000,0,62254,650254,35.40232,-119.464348,"0101000020CE13000029EF471A90E93FC1028A169566E43841",0,0
6300,"0101000020E610000019E76F4221945EC02D431CEBE2C64240",6300,"29 16th","San Mateo","San Mateo","CA",94402,930345,16881,14243,961469,37.5538,-122.31453,"0101000020CE1300008E7631313F5841C18583817179713D41",0,0
6375,"0101000020E610000097E2AAB2EF785EC042B28009DCAA4240",6375,"92 7th","San Jose","Santa Clara","CA",95113,422565,14522,17078,454165,37.33484,-121.88963,"0101000020CE1300003DCEE05A3E1F41C13D1D1C6EC3ED3C41",0,0
7004,"0101000020E6100000E97DE36BCF505DC059DDEA39E9994040",7004,"755 Anns Way","Vista","San Diego","CA",92083,540885,48499,64208,653592,33.20243,-117.26266,"0101000020CE1300003704CB07ACCD3DC184707A791C873441",0,0
1900,"0101000020E61000007632384A5E915EC011C7BAB88DF24240",1900,"817 San Luis Rd","Berkeley","Alameda","CA",94707,417025,0,19774,436799,37.89495,-122.27138,"0101000020CE13000021DDDA29C53C41C13B0A9E3A21FD3D41",0,0
2461,"0101000020E610000007978E39CF715EC0F6B4C35F93D54240",2461,"1169 CANTON AV","LIVERMORE","Alameda","CA",94550,673000,0,17845,690845,37.66856,-121.778273,"0101000020CE1300006D878DA448F940C105395CAD43703D41",0,0
2799,"0101000020E61000006FD921FE61AC5EC0D6C743DFDDF44240",2799,"50 MESA RD","BOLINAS","Marin","CA",94924,889000,11351,93987,994338,37.913021,-122.693481,"0101000020CE130000F0F898D7B68041C1EA185BE63C2C3E41",15,15
3731,"0101000020E610000041F2CEA10C545DC044F8174163924040",3731,"4874 PARK DR","Carlsbad","San Diego","CA",92008,797000,0,46686,843686,33.143654,-117.313271,"0101000020CE130000E72870413AE53DC1C9F6F6F930723441",0,0
3925,"0101000020E6100000605969520A965EC03CA583F57F2E4340",3925,"1226 Darms Ln","Napa","Napa","CA",94558,300175,37580,34979,372734,38.36328,-122.34438,"0101000020CE13000082CFAF83A82C41C110405A7123C93E41",0,0
814,"0101000020E6100000359886E1237A5EC00F289B7285334240",814,"36768 Hwy 1","Carmel","Monterey","CA",93923,130989,0,5325,136314,36.40251,-121.90844,"0101000020CE1300006A5B4AB2485941C17CCDB68F86663B41",135,135
1651,"0101000020E6100000850838842A4D5DC024287E8CB9EB4040",1651,"936 Regency St","Perris","Riverside","CA",92571,866025,0,7357,873382,33.8416,-117.20572,"0101000020CE130000A1DD8756DF7B3DC1BDBC8E9C7C923541",0,0
2398,"0101000020E6100000E5B67D8FFA8E5EC0E2E47E87A2E04240",2398,"1218 POST ST","ALAMEDA","Alameda","CA",94501,330000,0,69003,399003,37.75496,-122.234043,"0101000020CE1300003BD2F7E8023F41C12AC39D43B2BE3D41",0,0
2970,"0101000020E6100000F513CE6E2DBE5DC0499F56D11F884140",2970,"7118 BENJIE WY","BAKERSFIELD","Kern","CA",93313,90000,0,8463,98463,35.063471,-118.971523,"0101000020CE1300006BD4E692D3643FC132161223A62A3841",0,0
1,"0101000020E61000003E5C72DC29B75DC03F1D8F19A8044140",1,"30953 Broad Beach Rd","Malibu","Los Angeles","CA",90265,602386,17035,44893,664314,34.03638,-118.86193,"0101000020CE130000754BA56C20AA3FC1F3493E84A66D3641",0,0
2,"0101000020E6100000A27F828B155F5DC06B65C22FF5EF4040",2,"16182 Blacksage Ct","Riverside","Riverside","CA",92503,362059,43525,57465,463049,33.87467,-117.48569,"0101000020CE130000E060D18198DA3DC15EE5A227EFB63541",0,0
3,"0101000020E6100000170E846401635DC02D431CEBE2EE4040",3,"1171 Birch St","Corona","Riverside","CA",92879,906965,5954,50903,963822,33.8663,-117.54696,"0101000020CE130000DA7ED23FD6F03DC19AE81B004FB83541",0,0
4,"0101000020E610000003B2D7BB3F565DC0FE2B2B4D4A554140",4,"22855 Bryman Rd","Oro Grande","San Bernardino","CA",92368,601850,32229,15886,649965,34.66633,-117.34764,"0101000020CE13000026F1EB5B505D3DC1BF5827E4E5FC3641",51,51
5,"0101000020E6100000FDA4DAA7E3495DC0C47762D68B954040",5,"1569 Berkshire Ct","San Marcos","San Diego","CA",92069,937698,0,17273,954971,33.16833,-117.15452,"0101000020CE1300006B10F8B1CBAA3DC1DAAC93B0F26F3441",0,0
6,"0101000020E61000004182E2C798495DC06C26DF6C73934040",6,"841 Blackberry Ct","San Marcos","San Diego","CA",92069,1562937,43769,59172,1665878,33.15196,-117.14995,"0101000020CE13000071A2C5F8C1AA3DC1B6B8A8E79E683441",0,0
7,"0101000020E6100000C79DD2C1FA475DC06666666666924040",7,"567 Butterwood Ave","San Marcos","San Diego","CA",92069,1753901,42508,9572,1805981,33.14375,-117.12468,"0101000020CE1300007A9B5B6C9FA23DC1B999F44E1C633441",0,0
8,"0101000020E6100000319413ED2A425DC06E8B321B649E4040",8,"13870 Blue Sage Ln","Valley Center","San Diego","CA",92082,1306862,3988,50291,1361141,33.23743,-117.03387,"0101000020CE1300008678A8BE93793DC1681D8320BB833441",849,762
